study,nps,pain
bmrk5pain_xc,14.2968666093509,44.6168312176775
bmrk5pain_xc,6.60795181031606,25.8736875097947
bmrk5pain_xc,39.210200517129,25.8384265789061
bmrk5pain_xc,41.1250553090562,33.4704591756778
bmrk5pain_xc,18.4439296203488,25.2742516846889
bmrk5pain_xc,24.0379299930828,16.9840150446638
bmrk5pain_xc,10.2331655475022,45.1339915373766
bmrk5pain_xc,19.6274551108006,33.16878232252
bmrk5pain_xc,13.8756442653471,24.2791098573891
bmrk5pain_xc,27.8384702819166,17.7049051872747
bmrk5pain_xc,16.9318046267677,32.8631875881523
bmrk5pain_xc,38.7386062922071,68.3826986365773
bmrk5pain_xc,13.5855384703814,43.2377370318132
bmrk5pain_xc,39.6142134518463,42.1485660554772
bmrk5pain_xc,36.4443072820593,34.3989970224103
bmrk5pain_xc,5.66563548241828,42.7244945933239
bmrk5pain_xc,26.0601392392293,71.732487070992
exp,618.555047959528,364.34375
exp,1470.84073101516,344.16393442623
exp,286.045390344159,296.75
exp,-223.300421424859,317.854838709677
exp,122.797797949579,286.806451612903
exp,799.183960981606,342.873015873016
exp,187.648707569173,306.75
exp,726.643744203833,344.421875
exp,949.327924169084,342.677419354839
exp,357.018930871746,300.046875
exp,478.819637331954,325.645161290323
exp,-125.529068420752,275.21875
exp,358.648978430426,327.354838709677
exp,373.437062884539,315.52380952381
exp,1125.75543324066,358.90625
exp,936.479926497506,334.375
exp,870.532111345074,321.9375
ie,17.5160828096138,46.3159722222917
ie,16.7663749397045,42.1909722227083
ie,14.5137806562344,45.71875
ie,15.5579549197801,22.538194444375
ie,4.98870583931598,37.8680555557083
ie,27.0968521470224,38.7951388891667
ie,16.3757485797891,17.43749999925
ie,21.0382127911066,12.8298611111042
ie,18.4258327509765,72.722222221875
ie,20.6343878943307,34.9097222220833
ie,17.2236118081837,58.753472223125
ie,15.816616284364,40.1770833335417
ie,5.35063552331292,16.9166666668542
ie,23.9246853289623,59.8680555552083
ie,19.3971673556486,43.3298611108333
ie,9.78754128254234,33.1006944440208
ie,14.7842978669562,23.3541666661042
ie,15.5306734808914,25.100694445
ie,13.5791964188505,58.04166666625
ie,19.8277150648846,25.6666666670208
ie,17.817527484343,14.0451388886667
ie,17.6807403582899,49.3368055554792
ie,5.49655826183788,33.986111110625
ie,14.7677081898351,27.5763888893542
ie,20.9239643773282,29.7812499997917
ie,-10.2043418229643,45.0972222225
ie,11.8701383912117,29.0833333329167
ie,18.5403012338715,49.9097222225
ie,10.836229766655,17.1840277779167
ie,13.4006897638866,75.8159722222222
ie,17.6328753696319,76.8576388888889
ie,14.938205639018,30.9722222222222
ie,14.2052669798495,25.2326388888889
ie,18.4305409935021,34.6354166666667
ie,23.0485999141402,43.0833333333333
ie,11.6092133165409,31.78125
ie,17.8133750880238,60.0034722222222
ie,14.1072699904421,24.7291666666667
ie,20.569173512033,59.75
ie,15.5495268024881,31.5868055555556
ie,25.4987679275015,45.4097222222222
ie,26.5327803754382,61.0034722222222
ie,17.0675722877685,38.6041666666667
ie,14.4006947721474,46.2013888888889
ie,10.9790474638081,28.3090277777778
ie,13.409764813534,57.1631944444445
ie,12.2140978798044,41.8923611111111
ie,18.3650218892591,30.4305555555556
ie,11.7968670672591,44.7083333333333
ie,34.4521063844836,48.7326388888889
ie2,55.0842280487164,28.8457142857143
ie2,28.1515744965382,21.8535353538939
ie2,27.3797827428033,25.5942857142857
ie2,20.5539723460285,27.2114285714286
ie2,22.2893082488412,21.5348258707015
ie2,36.8110060872687,28.1960784321029
ie2,35.0622747556274,41.6690476194286
ie2,66.8574918312959,46.0724637681159
ie2,22.8538376510734,23.7777777775362
